CustomerKey,Occupation,Name,BirthDate,MaritalStatus,Gender,YearlyIncome,NumberChildren,Region
11731,Skilled Manual,Tanya Gill,1980년 8월 19일 화요일,M,F,60000,0,Southwest
11733,Skilled Manual,Kristi Schmidt,1979년 7월 27일 금요일,M,F,60000,0,Southwest
11865,Skilled Manual,Chloe Rivera,1981년 2월 6일 금요일,M,F,60000,0,Southwest
11876,Skilled Manual,Madison White,1980년 11월 13일 목요일,M,F,60000,0,Southwest
11877,Skilled Manual,Alexis Diaz,1980년 10월 7일 화요일,M,F,60000,0,Southwest
11923,Skilled Manual,Sarah Bryant,1999년 10월 23일 토요일,M,F,60000,0,Southwest
11928,Skilled Manual,Isabella Morris,1998년 9월 7일 월요일,M,F,60000,0,Southwest
12191,Skilled Manual,Melissa Washington,1974년 4월 10일 수요일,M,F,60000,0,Southwest
13864,Skilled Manual,Robin Torres,1992년 10월 22일 목요일,M,F,60000,0,Southwest
13933,Skilled Manual,Isabella Richardson,1981년 6월 12일 금요일,M,F,60000,0,Southwest
13943,Skilled Manual,Kelly Bryant,1980년 10월 3일 금요일,M,F,60000,0,Southwest
13985,Skilled Manual,Alexis Wood,1999년 4월 24일 토요일,M,F,60000,0,Southwest
13986,Skilled Manual,Chloe Anderson,1999년 10월 25일 월요일,M,F,60000,0,Southwest
14004,Skilled Manual,Caitlin Kelly,1997년 4월 13일 일요일,M,F,60000,0,Southwest
14649,Skilled Manual,Grace Cox,1980년 11월 24일 월요일,M,F,60000,0,Southwest
15547,Skilled Manual,Cassidy Wood,1981년 10월 6일 화요일,M,F,60000,0,Southwest
15555,Skilled Manual,Hailey Barnes,1980년 10월 23일 목요일,M,F,60000,0,Southwest
16126,Skilled Manual,Faith Kelly,1981년 7월 17일 금요일,M,F,60000,0,Southwest
16127,Skilled Manual,Amanda Edwards,1981년 3월 17일 화요일,M,F,60000,0,Southwest
16139,Skilled Manual,Jacqueline Alexander,1980년 8월 25일 월요일,M,F,60000,0,Southwest
16141,Skilled Manual,Shelby Ramirez,1980년 11월 1일 토요일,M,F,60000,0,Southwest
16356,Skilled Manual,Sophia Baker,1995년 12월 18일 월요일,M,F,60000,0,Southwest
16490,Skilled Manual,Megan Robinson,2000년 5월 17일 수요일,M,F,60000,0,Southwest
16652,Skilled Manual,Nicole Richardson,1993년 8월 6일 금요일,M,F,60000,0,Southwest
17021,Skilled Manual,Nicole Reed,1981년 7월 6일 월요일,M,F,60000,0,Southwest
17022,Skilled Manual,Karen Morgan,1981년 4월 11일 토요일,M,F,60000,0,Southwest
17024,Skilled Manual,Jacqueline Diaz,1980년 11월 11일 화요일,M,F,60000,0,Southwest
17029,Skilled Manual,Suzanne Xu,1980년 12월 25일 목요일,M,F,60000,0,Southwest
17030,Skilled Manual,Emily Russell,1979년 2월 25일 일요일,M,F,60000,0,Southwest
17262,Skilled Manual,Kristy Martin,1980년 10월 25일 토요일,M,F,60000,0,Southwest
17358,Skilled Manual,Sydney Bell,1996년 2월 26일 월요일,M,F,60000,0,Southwest
17506,Skilled Manual,Alexandria Simmons,1993년 4월 19일 월요일,M,F,60000,0,Southwest
17561,Skilled Manual,Samantha White,1992년 6월 21일 일요일,M,F,60000,0,Southwest
18050,Skilled Manual,Sara Cooper,1981년 6월 8일 월요일,M,F,60000,0,Southwest
18052,Skilled Manual,Maria Young,1981년 8월 10일 월요일,M,F,60000,0,Southwest
18229,Skilled Manual,Gabriella Ward,1979년 11월 20일 화요일,M,F,60000,0,Southwest
18350,Skilled Manual,Emma Ross,1993년 11월 10일 수요일,M,F,60000,0,Southwest
18366,Skilled Manual,Alexandria Richardson,1998년 5월 25일 월요일,M,F,60000,0,Southwest
18448,Skilled Manual,Jennifer Bailey,1998년 1월 2일 금요일,M,F,60000,0,Southwest
18675,Skilled Manual,Abigail Martin,1979년 5월 7일 월요일,M,F,60000,0,Southwest
18684,Skilled Manual,Makayla Watson,1993년 9월 4일 토요일,M,F,60000,0,Southwest
18687,Skilled Manual,Olivia Smith,1991년 1월 20일 일요일,M,F,60000,0,Southwest
18798,Skilled Manual,Andrea Allen,1998년 6월 13일 토요일,M,F,60000,0,Southwest
19408,Skilled Manual,Taylor Richardson,1980년 1월 21일 월요일,M,F,60000,0,Southwest
19409,Skilled Manual,Savannah Allen,1980년 2월 9일 토요일,M,F,60000,0,Southwest
19539,Skilled Manual,Latoya Raji,1979년 9월 27일 목요일,M,F,60000,0,Southwest
19759,Skilled Manual,Sydney Barnes,1996년 4월 6일 토요일,M,F,60000,0,Southwest
19778,Skilled Manual,Isabella Jones,1995년 8월 16일 수요일,M,F,60000,0,Southwest
20116,Skilled Manual,Hannah Bryant,1979년 1월 24일 수요일,M,F,60000,0,Southwest
20371,Skilled Manual,Grace Bryant,1974년 2월 17일 일요일,M,F,60000,0,Southwest
20413,Skilled Manual,Taylor Powell,1996년 5월 6일 월요일,M,F,60000,0,Southwest
20414,Skilled Manual,Amanda Bailey,1996년 11월 23일 토요일,M,F,60000,0,Southwest
20435,Skilled Manual,Natalie Green,1995년 11월 26일 일요일,M,F,60000,0,Southwest
20439,Skilled Manual,Chloe Rogers,1993년 4월 4일 일요일,M,F,60000,0,Southwest
20779,Skilled Manual,Maria Russell,1979년 8월 8일 수요일,M,F,60000,0,Southwest
21275,Skilled Manual,Abigail Cox,1999년 11월 26일 금요일,M,F,60000,0,Southwest
21282,Skilled Manual,Julia Smith,1998년 3월 10일 화요일,M,F,60000,0,Southwest
21587,Skilled Manual,Jenna Roberts,1992년 5월 28일 목요일,M,F,60000,0,Southwest
21734,Skilled Manual,Grace Garcia,1991년 8월 2일 금요일,M,F,60000,0,Southwest
21920,Skilled Manual,Destiny Bennett,1981년 2월 15일 일요일,M,F,60000,0,Southwest
21922,Skilled Manual,Bailey Ward,1981년 11월 23일 월요일,M,F,60000,0,Southwest
22111,Skilled Manual,Gabriella King,1974년 11월 10일 일요일,M,F,60000,0,Southwest
22879,Skilled Manual,Jocelyn Russell,1981년 11월 20일 금요일,M,F,60000,0,Southwest
23019,Skilled Manual,Emma Garcia,1991년 4월 14일 일요일,M,F,60000,0,Southwest
23384,Skilled Manual,Taylor Wilson,1981년 2월 9일 월요일,M,F,60000,0,Southwest
23582,Skilled Manual,Stephanie Simmons,1993년 3월 23일 화요일,M,F,60000,0,Southwest
24263,Skilled Manual,Brooke Brooks,1997년 8월 15일 금요일,M,F,60000,0,Southwest
24353,Skilled Manual,Andrea Ramirez,1980년 5월 5일 월요일,M,F,60000,0,Southwest
24354,Skilled Manual,Bailey Cook,1979년 6월 19일 화요일,M,F,60000,0,Southwest
24782,Skilled Manual,Nicole Morris,1992년 2월 7일 금요일,M,F,60000,0,Southwest
25086,Skilled Manual,Jasmine Cox,1981년 8월 26일 수요일,M,F,60000,0,Southwest
25088,Skilled Manual,Victoria Reed,1981년 2월 10일 화요일,M,F,60000,0,Southwest
25092,Skilled Manual,Emily Jackson,1980년 10월 16일 목요일,M,F,60000,0,Southwest
25099,Skilled Manual,Melanie Hayes,1980년 2월 28일 목요일,M,F,60000,0,Southwest
25198,Skilled Manual,Michelle Ramirez,1974년 5월 9일 목요일,M,F,60000,0,Southwest
25908,Skilled Manual,Melissa Long,1999년 3월 23일 화요일,M,F,60000,0,Southwest
25910,Skilled Manual,Natalie Miller,1999년 9월 18일 토요일,M,F,60000,0,Southwest
25916,Skilled Manual,Naomi Serrano,1998년 7월 13일 월요일,M,F,60000,0,Southwest
25996,Skilled Manual,Faith Murphy,1981년 8월 15일 토요일,M,F,60000,0,Southwest
25997,Skilled Manual,Katherine Wright,1981년 11월 21일 토요일,M,F,60000,0,Southwest
26004,Skilled Manual,Arthur Washington,1980년 11월 8일 토요일,M,F,60000,0,Southwest
26545,Skilled Manual,Taylor Ross,1998년 1월 8일 목요일,M,F,60000,0,Southwest
26576,Skilled Manual,Kaitlyn Robinson,1995년 1월 10일 화요일,M,F,60000,0,Southwest
26577,Skilled Manual,Cindy Edwards,1995년 2월 2일 목요일,M,F,60000,0,Southwest
26618,Skilled Manual,Amanda Morris,1980년 2월 18일 월요일,M,F,60000,0,Southwest
26633,Skilled Manual,Gabrielle Ward,1980년 11월 8일 토요일,M,F,60000,0,Southwest
26635,Skilled Manual,Jasmine Harris,1979년 5월 14일 월요일,M,F,60000,0,Southwest
27069,Skilled Manual,Gabriella Perez,1993년 4월 16일 금요일,M,F,60000,0,Southwest
27478,Skilled Manual,Sheila Alvarez,1997년 6월 12일 목요일,M,F,60000,0,Southwest
27544,Skilled Manual,Marissa Hayes,1981년 7월 19일 일요일,M,F,60000,0,Southwest
27554,Skilled Manual,Jordyn West,1980년 7월 25일 금요일,M,F,60000,0,Southwest
27555,Skilled Manual,Isabella Alexander,1980년 8월 12일 화요일,M,F,60000,0,Southwest
27666,Skilled Manual,Alyssa Garcia,1974년 7월 26일 금요일,M,F,60000,0,Southwest
28096,Skilled Manual,Alexandra Stewart,1998년 11월 19일 목요일,M,F,60000,0,Southwest
28104,Skilled Manual,Hannah Williams,1997년 8월 21일 목요일,M,F,60000,0,Southwest
28105,Skilled Manual,Hannah Garcia,1997년 11월 23일 일요일,M,F,60000,0,Southwest
28106,Skilled Manual,Chloe Williams,1997년 5월 27일 화요일,M,F,60000,0,Southwest
28126,Skilled Manual,Anna Johnson,1995년 1월 12일 목요일,M,F,60000,0,Southwest
28164,Skilled Manual,Gabrielle Coleman,1982년 10월 21일 목요일,M,F,60000,0,Southwest
28168,Skilled Manual,Jacqueline Ward,1981년 10월 10일 토요일,M,F,60000,0,Southwest
28170,Skilled Manual,Isabella Johnson,1981년 1월 21일 수요일,M,F,60000,0,Southwest
28183,Skilled Manual,Nicole Howard,1980년 7월 4일 금요일,M,F,60000,0,Southwest
28184,Skilled Manual,Madison Russell,1980년 6월 10일 화요일,M,F,60000,0,Southwest
28805,Skilled Manual,Marissa Bennett,1992년 8월 20일 목요일,M,F,60000,0,Southwest
29056,Skilled Manual,Angelica Griffin,1999년 3월 5일 금요일,M,F,60000,0,Southwest
29151,Skilled Manual,Caroline Long,1981년 3월 23일 월요일,M,F,60000,0,Southwest
11534,Skilled Manual,Cameron Lewis,1978년 11월 13일 월요일,S,M,60000,0,Southwest
11540,Skilled Manual,Alberto Navarro,1979년 1월 28일 일요일,S,M,60000,0,Southwest
11617,Skilled Manual,Sean Brooks,1979년 4월 4일 수요일,S,M,60000,0,Southwest
11924,Skilled Manual,Ian Long,1999년 10월 25일 월요일,S,M,60000,0,Southwest
11939,Skilled Manual,Kevin Washington,1997년 6월 22일 일요일,S,M,60000,0,Southwest
11955,Skilled Manual,Gabriel Green,1995년 4월 5일 수요일,S,M,60000,0,Southwest
12790,Skilled Manual,Brandon Kumar,1978년 10월 5일 목요일,S,M,60000,0,Southwest
12797,Skilled Manual,Patrick Howard,1979년 8월 23일 목요일,S,M,60000,0,Southwest
13031,Skilled Manual,Hunter Shan,1997년 2월 16일 일요일,S,M,60000,0,Southwest
13033,Skilled Manual,Xavier Gonzalez,1996년 11월 20일 수요일,S,M,60000,0,Southwest
13984,Skilled Manual,Adrian Richardson,1999년 3월 8일 월요일,S,M,60000,0,Southwest
13992,Skilled Manual,Gregory Xie,1998년 6월 6일 토요일,S,M,60000,0,Southwest
14270,Skilled Manual,James Ross,1995년 1월 25일 수요일,S,M,60000,0,Southwest
14273,Skilled Manual,Angel Parker,1993년 5월 5일 수요일,S,M,60000,0,Southwest
14764,Skilled Manual,Xavier Scott,1979년 9월 3일 월요일,S,M,60000,0,Southwest
14852,Skilled Manual,Adam Gonzalez,1998년 11월 13일 금요일,S,M,60000,0,Southwest
15005,Skilled Manual,Adrian Cooper,1998년 9월 20일 일요일,S,M,60000,0,Southwest
15432,Skilled Manual,Alvin Kumar,1998년 8월 18일 화요일,S,M,60000,0,Southwest
15433,Skilled Manual,Adam Sharma,1998년 8월 18일 화요일,S,M,60000,0,Southwest
15986,Skilled Manual,Dalton Sanchez,1974년 9월 11일 수요일,S,M,60000,0,Southwest
16752,Skilled Manual,Mason Wright,1993년 2월 27일 토요일,S,M,60000,0,Southwest
16889,Skilled Manual,Daniel Rodriguez,1974년 9월 6일 금요일,S,M,60000,0,Southwest
16925,Skilled Manual,Spencer Patterson,1998년 7월 21일 화요일,S,M,60000,0,Southwest
17480,Skilled Manual,Lucas Gonzalez,1998년 8월 20일 목요일,S,M,60000,0,Southwest
17489,Skilled Manual,Jack Evans,1997년 11월 21일 금요일,S,M,60000,0,Southwest
18344,Skilled Manual,Caleb Turner,1996년 2월 21일 수요일,S,M,60000,0,Southwest
18361,Skilled Manual,Marcus Simmons,1999년 12월 26일 일요일,S,M,60000,0,Southwest
18454,Skilled Manual,George Perez,1997년 11월 23일 일요일,S,M,60000,0,Southwest
18456,Skilled Manual,Timothy Bailey,1997년 9월 5일 금요일,S,M,60000,0,Southwest
18678,Skilled Manual,Sean Watson,1979년 11월 9일 금요일,S,M,60000,0,Southwest
18774,Skilled Manual,Justin Flores,1996년 6월 19일 수요일,S,M,60000,0,Southwest
18780,Skilled Manual,Evan Carter,1993년 5월 9일 일요일,S,M,60000,0,Southwest
18794,Skilled Manual,Andrew Davis,1999년 3월 20일 토요일,S,M,60000,0,Southwest
18858,Skilled Manual,Miguel Parker,1974년 5월 5일 일요일,S,M,60000,0,Southwest
18892,Skilled Manual,Chase Howard,1997년 11월 16일 일요일,S,M,60000,0,Southwest
18893,Skilled Manual,Devin White,1997년 6월 15일 일요일,S,M,60000,0,Southwest
18920,Skilled Manual,Jonathan Young,1993년 5월 19일 수요일,S,M,60000,0,Southwest
19670,Skilled Manual,Erik Gutierrez,1998년 3월 16일 월요일,S,M,60000,0,Southwest
19716,Skilled Manual,Logan Martin,1974년 4월 26일 금요일,S,M,60000,0,Southwest
19756,Skilled Manual,Nicolas Yuan,1997년 8월 3일 일요일,S,M,60000,0,Southwest
19758,Skilled Manual,Alex Wright,1996년 12월 25일 수요일,S,M,60000,0,Southwest
20310,Skilled Manual,Timothy Ramirez,1999년 4월 4일 일요일,S,M,60000,0,Southwest
20434,Skilled Manual,Nathan Sharma,1995년 10월 13일 금요일,S,M,60000,0,Southwest
20438,Skilled Manual,Robert Scott,1995년 12월 22일 금요일,S,M,60000,0,Southwest
21274,Skilled Manual,Seth Scott,1999년 9월 10일 금요일,S,M,60000,0,Southwest
21694,Skilled Manual,Bobby Sai,1986년 6월 21일 토요일,S,M,60000,0,Southwest
21718,Skilled Manual,Devin Roberts,1979년 11월 18일 일요일,S,M,60000,0,Southwest
21720,Skilled Manual,Raul Jai,1979년 5월 8일 화요일,S,M,60000,0,Southwest
22062,Skilled Manual,Cameron Flores,1998년 4월 28일 화요일,S,M,60000,0,Southwest
22186,Skilled Manual,Jonathan Foster,1995년 10월 4일 수요일,S,M,60000,0,Southwest
23091,Skilled Manual,Richard Peterson,1997년 2월 6일 목요일,S,M,60000,0,Southwest
23247,Skilled Manual,Alexander Garcia,1986년 5월 21일 수요일,S,M,60000,0,Southwest
23288,Skilled Manual,Eduardo Evans,1979년 3월 11일 일요일,S,M,60000,0,Southwest
23318,Skilled Manual,Patrick Morgan,1998년 10월 3일 토요일,S,M,60000,0,Southwest
24232,Skilled Manual,Ryan Johnson,1999년 2월 17일 수요일,S,M,60000,0,Southwest
24289,Skilled Manual,Robert Gonzalez,1995년 12월 16일 토요일,S,M,60000,0,Southwest
25014,Skilled Manual,Juan Reed,1998년 8월 16일 일요일,S,M,60000,0,Southwest
